,Medal
78726,1
124480,0
177494,0
23070,0
11781,0
155528,0
25952,0
64746,0
69518,0
106828,0
145261,0
53661,0
112517,0
108881,0
7283,0
184783,0
108511,0
29074,0
70411,0
37087,0
18486,0
26630,0
138873,3
109159,0
149662,0
13592,0
60064,0
100017,0
24310,0
92144,2
88960,2
37686,0
164231,0
61510,0
156791,0
6278,0
37356,3
199166,1
26138,0
138226,0
72386,2
133521,0
77677,0
99431,2
17525,0
108067,0
96793,0
214538,0
78224,0
24004,0
65736,3
217025,0
22082,0
11110,0
161094,0
20378,0
10945,0
69752,0
116674,3
69515,0
19294,0
154938,0
208727,0
67151,0
55245,2
106869,0
180460,0
113971,0
218607,2
190828,0
17965,0
99876,0
215389,0
93831,0
197944,0
7118,0
185457,0
131553,0
58590,3
102228,0
160807,0
137403,0
182769,0
60951,0
102413,0
116870,0
110578,0
187443,0
35734,0
85566,2
92006,1
144971,0
117760,0
188845,0
118674,0
206399,0
167909,0
62564,0
115118,0
213709,0
141804,0
179996,0
144098,0
192027,0
110231,0
214174,0
186472,0
32155,0
87382,0
210302,0
163392,0
155195,1
127370,0
114342,0
52725,0
131713,0
34119,0
93969,0
52772,1
162714,0
187171,0
205079,0
140472,0
211951,0
93640,1
65456,0
1931,0
65543,0
32122,0
150463,0
97375,0
206747,0
157503,0
172744,0
132872,0
119048,1
128918,0
10091,0
213052,0
87270,3
213252,0
172670,0
3376,0
153953,0
188226,0
14925,0
2161,0
125449,0
172586,0
116773,0
153085,0
31289,0
38731,0
88916,0
133720,0
177531,0
12725,3
16579,0
64611,0
143151,0
55654,0
132111,0
33301,0
54095,2
77904,0
77348,1
141826,0
138792,0
62980,0
1642,0
122813,0
86728,0
79158,1
180998,0
36433,0
162804,3
1549,0
162241,0
183026,0
182610,0
38330,0
168585,0
169293,0
79817,0
170276,0
162575,0
212352,0
18868,3
77587,1
38500,0
79574,2
188039,0
119418,0
64984,0
140744,0
30166,2
137440,0
139194,0
93781,0
27727,0
180232,0
127452,0
205189,0
56196,0
213406,0
149321,1
34055,0
24795,0
153745,0
69539,0
10882,0
214958,2
53330,0
106419,2
155702,0
98736,0
198019,0
157427,0
161882,3
190166,0
172754,0
52219,0
201035,0
68300,0
169035,0
32193,0
118925,0
49721,0
207620,0
30796,0
181033,0
172966,0
52629,0
157672,0
158592,0
80002,0
183562,2
35173,0
40176,0
69453,0
166146,0
166143,0
63612,0
135025,0
214337,0
183594,2
13242,0
142897,0
57312,0
5582,0
148451,0
106470,1
184701,0
135924,0
62224,0
87298,0
45420,1
139131,0
105635,0
4829,0
111544,0
2141,0
193866,0
187865,2
150056,0
136775,0
131233,0
56924,0
12506,0
74634,0
32658,0
103381,0
122684,0
75759,0
128676,0
169836,0
88421,1
31155,0
143944,0
11549,0
76236,1
145327,3
211778,0
157909,0
211130,0
113712,0
214873,3
10112,0
60091,0
124509,0
46739,2
104768,0
166326,0
978,0
159220,0
126942,0
8672,2
56842,0
180213,0
200389,0
74812,2
1209,0
25056,0
145399,0
204480,0
1968,0
206731,0
176063,0
78854,2
176802,0
37754,0
137675,0
102113,0
107120,0
197589,0
154695,0
59880,0
95053,0
32128,0
164452,0
2590,2
60887,0
207053,0
133888,0
129464,0
28270,1
180126,0
62777,0
128716,0
100496,0
201593,0
99073,0
219060,0
184382,1
153184,0
117150,0
120386,0
130435,0
173621,0
115795,0
20467,1
173426,0
110963,0
108262,0
88824,3
135420,0
49403,0
108199,2
40866,0
163511,0
79822,0
187880,0
163550,0
61774,0
214283,0
206959,3
195179,0
5098,0
83467,0
133382,0
98502,0
42057,0
179491,0
18312,0
207001,3
138316,0
113801,0
117778,0
55462,0
198542,0
89397,0
203564,0
90694,0
18652,0
75547,0
16945,0
216481,0
49282,0
111291,0
87495,1
80033,3
24361,0
89306,0
216049,0
137267,0
107210,0
42511,0
106130,0
98783,0
203133,0
104989,0
199208,0
104130,0
172273,0
115906,0
173514,0
23575,0
165334,3
140074,0
216929,0
105743,2
72401,3
105480,3
9492,0
176652,0
644,0
42055,0
143580,0
48623,0
56506,1
12494,0
20999,2
201159,0
24334,0
174918,0
90188,0
72595,0
134002,0
34943,0
153708,0
215349,0
84103,0
89642,0
102383,3
174746,3
75328,0
3392,3
19684,2
24868,0
88617,0
161232,0
1049,0
215499,0
112719,0
157467,0
116956,0
183535,0
100168,0
4876,1
29475,2
49120,0
210715,0
55968,0
20344,1
166602,0
157656,0
200225,0
110207,0
117634,1
71146,0
62071,0
122524,0
55237,0
61023,0
42731,0
80378,2
205855,0
201588,0
86931,2
184149,0
128904,0
67731,0
107079,0
182525,3
125573,0
179236,0
157020,2
3362,0
191663,0
87068,0
112746,0
46146,0
134412,2
152859,0
197728,0
184043,0
199533,0
69883,0
192302,0
98938,0
206534,0
181478,0
22746,2
101116,0
77543,0
144276,0
94239,3
42007,0
43746,2
210269,3
135605,0
52675,0
137583,0
189701,0
49910,0
197733,0
47926,0
102771,0
217111,0
38755,0
92648,2
2402,3
147102,0
144194,0
26665,0
59473,1
41915,0
115263,3
180696,0
198394,2
83489,1
202726,0
183858,2
201250,0
130207,1
112465,0
67073,0
192711,0
104441,1
196908,2
27892,0
118340,0
196625,0
213045,0
98722,0
217242,0
123912,0
105905,1
162265,0
155973,0
189098,0
203682,0
86776,2
62174,0
127430,0
71282,0
85319,3
155861,0
212510,2
84269,0
210477,0
132081,0
54678,0
162022,0
118916,0
139479,0
20013,0
186305,0
176057,0
155196,1
97300,0
81712,0
171177,0
52735,3
192265,0
146385,0
182894,3
111341,0
48343,3
106586,3
206812,1
60310,0
204020,0
60773,0
146878,0
110040,0
138519,0
1330,0
188475,0
190859,0
149264,2
52686,0
195824,0
79627,0
97896,1
149656,3
123414,0
38514,3
134848,0
22077,0
112103,0
6288,0
77050,0
14249,0
90277,1
140755,0
85199,2
77229,0
216088,1
81704,0
25765,0
136102,3
212875,0
185151,0
84370,0
29397,2
179045,0
64861,0
120963,0
171158,0
130667,0
63839,0
11366,0
170928,0
173095,0
204698,1
723,0
132788,0
85725,3
113290,0
151692,0
71144,0
55172,3
148661,2
209132,0
187396,0
4758,0
128636,0
128347,0
16903,1
43149,0
30499,0
153986,0
187211,0
71513,2
16900,0
166120,0
119741,0
195850,0
214784,0
46409,0
83431,3
90702,0
27004,0
29439,0
157323,0
19868,0
3121,0
199944,0
88382,0
28992,0
217123,0
80326,3
11483,0
184309,0
177905,0
202459,0
122265,0
212742,0
51472,0
46910,0
218437,0
198420,0
215779,0
9500,0
153329,3
177668,0
34922,0
116797,0
121288,0
42237,0
114102,0
47378,0
134502,0
167157,0
186417,0
178381,0
102392,0
50637,0
202317,3
2608,0
71730,0
97289,0
33479,0
135836,0
111883,0
176695,0
138138,0
150025,1
89588,0
54798,0
27909,2
91599,0
141461,0
73163,0
112047,0
152706,0
187161,0
65380,0
121519,0
193659,0
214818,0
82654,0
149031,0
55474,0
67356,0
102504,0
84419,0
208034,0
33067,0
199525,3
54168,1
104879,0
64286,0
137019,0
51572,0
16376,0
101826,0
155791,0
83018,0
101421,0
87317,2
3728,0
131138,0
73169,0
29591,0
108928,3
31381,0
198234,0
178151,0
100753,0
178237,0
92866,0
77822,0
102178,3
21772,0
33633,0
27710,0
217806,0
69654,0
46441,2
58771,0
136686,0
29415,0
60282,0
164185,0
113411,0
115740,0
33671,0
145329,0
101774,0
72720,0
171277,0
184763,0
61769,0
45187,0
138378,0
88798,1
122664,0
32257,1
214893,0
174990,0
79651,0
107004,0
173744,0
195129,0
46035,0
91610,0
110312,0
55405,0
120270,0
193364,0
79853,0
103135,0
197914,0
124308,0
176025,0
180964,0
118784,0
136380,0
216062,0
175954,0
173329,0
158530,0
117347,0
177865,0
136762,0
33728,0
115080,0
110633,0
170753,0
137627,0
102871,0
124444,0
53970,3
38716,0
68004,0
209214,0
83416,0
45273,0
109200,0
171234,0
62554,3
98583,0
64429,0
214384,0
50325,0
71457,0
51422,0
51308,0
98073,3
127340,0
97160,0
173125,0
190204,2
207016,0
151691,0
162531,0
11873,0
108945,0
84313,3
179650,0
212642,0
179340,0
134487,3
116933,0
157885,0
214802,3
86604,0
10090,0
112156,0
62244,0
180193,0
86567,2
127003,0
25412,0
147286,0
207738,0
10018,0
176872,0
7927,0
143957,0
60839,0
146965,0
119322,0
159744,0
187957,0
13314,0
61832,0
138130,0
137249,0
175945,0
198960,0
20980,3
131400,0
149588,0
101685,0
193814,0
35133,0
39959,0
100836,0
79237,0
181830,0
42936,0
177262,3
26187,0
19340,0
210128,0
195652,0
132366,0
46086,0
13463,0
13206,0
55796,2
192539,0
54525,0
39227,0
122669,0
84208,0
85351,3
143163,0
16398,0
186826,0
99905,0
185863,0
50808,0
131992,0
70728,0
1255,0
112293,0
138554,0
70663,0
31767,0
4729,0
197909,0
148198,2
113473,0
122784,0
27247,0
212400,0
106654,0
43735,0
177300,0
58493,0
52787,0
125448,2
53807,2
2182,3
85567,0
62731,0
2688,0
89814,0
213379,0
49091,0
44019,1
90629,0
104094,0
49888,0
19476,3
83012,0
105113,0
146853,0
115921,0
15145,2
78879,0
142689,0
44854,0
94620,3
123708,0
177936,0
16781,3
214300,0
71498,0
175339,3
65309,0
173185,0
46335,0
215467,0
155730,0
37129,0
168410,0
100987,0
160881,0
41614,0
105962,1
204502,0
210043,0
54887,0
64931,0
159607,0
35078,0
171757,0
62927,0
126103,0
196924,0
60684,0
73082,0
196695,0
34101,0
149949,2
181485,0
132932,0
136410,0
172109,0
110581,0
24155,0
185107,0
12715,0
77869,3
102664,0
9646,0
198919,0
82572,2
134761,0
127551,0
15978,0
6559,0
199705,0
93058,1
136842,0
130155,0
127454,2
101505,2
117793,0
203075,0
154117,0
324,0
113404,0
211167,0
12214,0
124328,0
84946,0
107048,0
99987,0
65401,0
204890,0
15708,0
138454,0
54272,0
51147,0
49938,0
14236,0
82499,1
15839,0
131773,0
178780,0
151204,0
157348,0
143825,0
129336,0
54866,0
184322,0
111239,0
180787,0
130324,0
117155,0
132810,0
169501,0
93421,0
190563,0
147083,0
123659,0
66014,0
66025,0
148184,0
29919,0
77488,0
106726,0
203421,0
81713,2
65994,0
182249,0
124114,0
196973,0
146896,0
135281,0
182099,0
67475,3
149385,0
154726,0
163198,0
116701,3
27663,0
193075,0
160969,0
210393,0
146552,0
159736,0
110439,0
174785,3
99099,0
140378,0
164602,0
104560,1
174984,3
165432,0
36043,0
188904,0
78782,0
57277,0
17534,0
133952,0
172699,0
190359,0
89429,1
208800,0
113108,0
175587,0
217045,0
139829,0
216941,0
207189,0
13191,1
149663,0
200384,0
128448,0
121736,0
158007,0
163307,0
3061,0
205294,0
73876,3
5591,0
94621,2
164871,0
70511,3
50596,0
35144,2
37606,0
218860,0
102628,0
162528,0
65495,0
108448,0
252,0
73121,0
91333,1
68643,0
19421,0
67884,0
69028,0
156656,0
179026,0
154732,0
150400,0
213922,0
118226,0
169439,0
146325,0
189168,0
875,2
63196,0
175359,0
215607,0
79633,0
184595,0
209030,0
91188,0
95267,0
179876,0
89888,3
90717,1
203712,1
14757,0
113674,0
110928,0
204515,0
175111,0
150347,0
6884,0
118146,0
73547,2
108641,0
416,1
91672,0
168919,0
192851,0
25657,0
41828,2
172089,0
201040,0
118621,0
65924,0
110720,0
54079,0
46758,0
98993,0
148294,1
81762,0
150004,2
59540,0
46747,0
85053,1
146674,0
148474,1
13189,0
230,1
174185,3
138190,0
113663,0
116421,0
102880,2
11665,0
135132,0
176783,0
12389,0
91228,0
69629,0
20815,0
83760,0
130812,0
147282,0
1193,0
69516,0
160586,0
30660,2
90790,0
46657,0
212478,0
145679,0
201901,1
56039,0
8797,0
173477,0
153927,0
139609,0
196379,0
117837,0
47978,0
148452,1
103184,0
59978,0
123762,0
2974,0
405,1
119614,0
58309,0
22017,3
200115,0
117594,0
200320,0
76203,0
85272,3
147955,1
206245,0
183768,0
105249,0
198804,0
91379,0
109316,0
156788,0
56522,0
171304,0
59283,0
207972,0
75948,0
32031,0
213012,1
111663,0
57085,0
213675,0
98860,0
84176,0
123952,0
28165,0
217033,0
144315,0
36165,0
74044,2
98832,0
7895,1
134780,3
152599,1
208336,0
206709,0
32885,0
171196,3
66441,0
161005,3
67355,0
175141,0
15110,0
47605,0
198898,0
54529,0
102345,0
190290,0
156214,0
57593,0
97541,0
204833,2
201814,0
12729,3
157835,0
207256,0
101981,3
153577,3
184427,0
122373,0
175322,0
86861,1
95295,0
135849,0
161335,0
118737,0
52107,0
16994,0
105571,0
206251,0
53184,0
139054,0
216447,0
209538,0
177384,0
203027,0
66773,0
53355,0
35220,0
110236,0
122533,0
193663,0
152771,0
94385,0
77426,0
201495,0
25106,0
56469,0
31623,1
141427,0
203691,0
65955,0
21398,1
156084,0
157612,0
34039,0
206285,1
9011,0
21648,0
96362,0
128428,0
82501,1
114007,0
178372,0
30378,0
122972,0
129,0
101897,0
14848,0
191681,0
184759,0
41801,0
14395,2
14982,0
204363,0
29865,0
181446,0
61925,0
115638,0
182922,0
8700,0
57868,0
21476,3
83592,0
138599,0
50205,0
20601,3
184150,0
51708,0
206864,0
195396,2
169317,0
76204,0
122256,0
115845,0
47923,0
158613,0
201423,0
172523,0
79017,0
154467,0
217371,3
111858,0
30489,0
103409,0
79664,0
128972,0
202904,0
91558,0
156670,0
169546,0
211787,0
159681,0
66490,0
41074,0
51897,0
31661,0
74343,0
122488,0
30595,0
124156,0
42802,0
111866,0
63926,0
150586,0
150391,0
168912,0
15950,0
45295,0
64477,0
183032,0
197650,0
88940,0
186074,0
161374,0
83444,0
208433,0
151702,0
118552,0
106668,0
72187,1
107532,0
31292,3
61690,0
71934,0
170759,0
126587,0
150304,0
95608,0
20657,0
62579,0
185500,0
28065,0
143578,0
72131,0
155871,0
114401,0
159214,0
128548,0
113964,0
187216,0
199269,0
198073,0
206827,0
108030,0
217635,0
120162,0
56864,0
205201,1
150100,0
5849,0
95859,2
23624,0
120265,0
184270,0
135635,0
80742,0
65799,0
60561,3
42824,0
36723,0
89163,0
40505,0
24044,0
116565,0
154416,1
179523,0
180122,0
52311,0
29641,0
217643,0
190835,0
187237,0
54548,0
48110,0
138241,0
112291,0
212268,0
99010,2
136119,0
44124,0
210641,1
208024,0
91819,0
151919,2
148463,1
52628,0
187069,0
186747,0
204558,0
111214,0
60894,0
88111,1
183511,1
122259,0
203122,0
72380,0
103647,0
56204,0
138550,3
46537,0
81754,2
59654,2
31988,0
66172,0
55125,3
34912,0
177037,0
149341,2
12986,0
146918,0
52656,0
180455,0
794,2
199388,0
131496,0
4695,0
200365,0
195053,0
114894,0
216813,0
61877,0
135375,0
52821,0
167664,0
9386,0
208888,0
146368,0
86718,0
193369,0
32565,0
120909,0
129449,0
94117,0
115752,0
158188,1
176317,0
157661,0
77162,0
137114,0
9452,0
116675,0
75587,0
14534,0
155472,0
60018,2
196573,0
13770,0
4438,0
187467,0
69409,0
126645,0
69545,0
145886,0
99210,0
103253,0
89010,0
161342,0
83158,2
178008,0
199062,0
57626,0
106865,3
135360,0
138040,0
127300,0
62256,0
186808,0
38658,0
99053,0
157679,0
98279,0
2390,0
129380,0
182935,0
128739,0
37299,3
139259,3
80974,0
52789,0
56317,0
133128,0
110924,3
108183,0
100759,0
70003,0
187205,0
141093,0
202964,0
71172,1
72881,0
166633,0
122155,0
144118,0
61269,0
97272,0
163744,0
69602,0
117941,0
115065,0
21577,3
109504,0
138338,0
91240,0
177252,0
78565,0
173339,0
140220,0
60971,0
159526,0
186804,0
144706,0
43802,0
115296,0
33020,3
70256,0
49109,0
55923,1
212030,0
113230,0
56827,0
72124,3
30388,0
54701,0
142714,0
115461,0
2133,0
152751,0
160493,0
62209,0
211332,0
17485,0
20669,2
60670,0
184180,2
136322,0
3093,2
168346,0
4428,0
215528,0
160916,0
193796,0
1622,0
96836,0
133015,0
112462,0
181237,0
214373,0
120856,0
106881,0
202778,0
78051,2
60265,2
108855,0
142581,0
97485,0
149693,0
194430,0
35490,0
87046,2
159908,2
97581,0
86091,0
58363,0
14926,0
65187,0
212074,0
74872,3
148140,2
158954,0
66944,0
13098,0
218556,0
141166,0
185162,0
44709,1
46399,0
115161,0
88758,0
198935,0
207265,0
137190,0
5930,0
101238,0
184736,0
186792,0
45594,0
53351,0
210978,0
123370,2
139876,0
59490,1
112181,0
136190,0
82417,0
108373,0
200616,0
29245,0
41448,0
10196,0
188971,0
5925,0
156643,0
182020,0
204719,0
14743,1
131105,0
165028,0
116512,0
128333,0
6775,0
183,0
24077,0
8902,0
43482,0
216851,0
35967,0
11164,0
47844,0
38216,0
50681,0
208630,0
97891,0
182875,0
207337,0
72130,0
131861,0
87404,0
122311,0
28872,0
136166,0
27652,3
164184,0
139298,0
217189,0
177106,0
118376,0
10410,0
99420,0
56493,1
124707,0
97753,0
203841,0
18382,0
101504,0
190267,0
2719,3
67317,0
101383,0
117252,1
210552,0
163181,0
169837,0
177241,0
165299,0
8011,0
202958,0
9302,0
210763,0
179858,0
6152,0
9021,0
113752,0
82023,0
118245,3
26565,0
163536,0
156208,0
211066,0
181443,0
37536,0
20912,2
116418,0
201947,0
150892,0
15291,1
123859,0
1699,0
98859,0
205392,0
128328,0
64512,0
212609,0
127171,0
166149,0
86887,1
173027,0
76672,0
121684,0
65266,0
199770,0
104826,0
126839,0
25524,0
128236,0
120810,0
17478,0
214503,0
59179,0
128374,0
7832,3
68617,0
207102,0
59589,0
216601,0
151534,3
88304,0
66204,0
40688,0
201759,0
148658,0
87590,2
166589,0
152040,0
161507,2
105978,2
172421,0
109154,0
136326,0
72836,0
50032,0
143385,0
105737,0
65133,0
88205,0
197887,0
63073,0
70812,0
68282,0
156923,0
135555,0
216476,0
158398,0
67745,0
157339,0
365,0
125676,0
84657,0
55316,0
47665,0
218188,0
138408,1
1161,0
34333,0
41066,0
12531,2
77077,0
144741,0
62027,0
183509,0
22753,0
134195,1
124592,0
180548,0
141553,0
162380,0
87017,0
67697,0
181307,0
171655,0
31944,0
146844,0
79642,3
61024,0
78564,0
34910,0
156746,0
44087,0
164732,0
147368,0
79949,2
179249,0
61518,0
23438,0
67360,0
167477,3
44935,0
200243,2
212159,0
50511,0
136641,0
55596,3
78688,0
161462,0
52525,0
70233,0
98182,0
74052,2
76544,0
81630,1
150987,0
184349,0
68579,1
77970,2
67868,0
140945,0
195410,0
192610,0
131476,0
118447,0
187456,2
75575,2
169195,0
40185,0
158250,0
60667,0
183424,0
188403,0
27275,0
39794,0
38509,0
85028,0
64737,0
95400,0
136835,0
103116,3
205142,0
111213,0
119461,0
83356,1
55713,0
102994,0
176631,0
21090,0
21545,0
128360,0
2968,0
54006,0
72513,2
134475,0
195107,0
30007,3
1228,0
128919,0
108895,0
33273,0
14462,0
82522,0
159538,2
209293,0
37360,0
43197,3
212660,0
217453,0
135018,0
208041,0
91565,0
175719,0
122904,0
19235,0
149005,3
2462,0
15417,0
92738,1
7881,0
105748,0
40618,0
75412,2
32957,0
189567,0
96552,0
63861,0
91440,0
128432,0
53377,0
207931,0
151541,0
205413,0
183610,0
44451,0
13213,0
10911,3
117955,0
120201,0
209588,0
78104,1
42408,0
183981,0
150035,0
181796,0
120480,0
19420,0
114114,0
88485,0
39122,0
84573,0
84344,0
108602,0
4159,0
199079,2
215585,0
36217,0
69211,0
216358,0
62220,0
73629,3
55723,1
122152,0
148594,0
32698,0
90219,0
186062,0
173979,0
203728,0
154960,0
183238,3
196337,0
71814,0
147086,2
25932,0
103831,0
21250,0
84359,0
95184,0
164896,0
112196,0
69861,0
88652,0
161493,0
167807,0
52880,0
205002,0
79712,0
67160,0
108029,0
199060,0
36893,0
31714,0
43113,0
180176,0
68093,0
142401,0
175386,0
110082,0
67632,0
203217,0
28687,0
152022,0
90133,0
199378,0
207472,0
98018,0
38462,0
147141,0
167723,0
129667,0
79363,0
133759,1
171164,2
89618,2
184411,0
112259,0
87485,0
58152,0
138975,0
218600,0
90371,0
100373,0
51642,0
177694,0
39175,0
86880,0
216213,0
95523,0
28021,0
207384,0
84775,3
112359,0
110301,0
215945,0
16881,0
160416,0
155131,0
102165,0
110300,0
217090,0
199650,0
71230,0
57706,0
209949,0
149013,0
155200,3
157705,0
179937,0
196158,0
182043,0
92392,0
153759,0
105481,3
94789,0
143501,0
70492,0
74736,3
136979,0
55104,0
210609,0
37684,0
191438,0
79576,0
84583,0
78095,1
28845,0
117211,1
48746,0
217533,0
19717,0
64670,0
4563,0
185344,0
195191,0
115099,0
70901,2
33601,0
153724,0
93941,0
119908,2
149977,1
127985,0
165670,3
132177,0
92743,0
138019,0
58734,0
114480,0
141315,0
14727,0
37191,0
23825,0
19078,0
29291,0
170206,0
66650,0
34904,0
32700,0
89374,2
108479,0
58520,0
141665,0
171684,0
10125,2
2121,0
110692,0
133719,0
117351,0
9702,0
125567,0
188136,3
73102,3
197799,0
8680,0
36624,0
37787,0
164650,0
46629,0
179344,0
19985,0
105776,0
8688,0
210040,2
3821,0
182515,2
85855,0
60021,0
158804,0
107403,0
90375,0
176069,0
32099,0
138892,3
160031,0
65781,0
34302,3
14841,0
17462,0
15574,0
157875,0
187231,0
1666,2
209088,0
142174,0
129221,1
97369,0
38356,0
123544,0
13850,1
146165,0
33984,0
116981,1
136370,2
187183,0
214235,0
45781,0
217466,0
161534,1
179170,0
160462,0
95798,0
150396,0
2310,0
38093,0
187254,0
147195,0
44396,0
205032,0
52665,2
62537,0
182978,0
175284,0
189471,0
25662,0
58162,0
93362,0
211177,3
74046,0
70713,0
107302,0
32114,0
138260,0
174712,0
65024,0
101625,2
183651,0
111506,0
176741,0
135646,0
30688,0
165447,0
17191,0
134657,0
199751,0
152714,0
97902,2
47448,0
161177,0
38021,0
105938,3
3733,0
23722,0
20575,0
192766,0
1557,0
213955,0
205962,0
54830,0
62687,0
64576,0
54020,0
212039,0
58102,1
185380,0
148918,1
82137,1
51801,0
198521,0
42068,0
74459,3
9140,0
88113,0
128709,0
191351,0
10168,0
143489,0
125774,0
96478,0
105066,0
14888,0
203931,0
52843,1
59054,0
15021,0
145592,0
38412,1
94231,0
159851,0
208508,0
34671,0
51300,0
124388,0
19080,0
143408,0
175134,0
157965,0
47425,0
13843,0
177621,0
70906,0
144493,0
137999,0
200203,2
84643,0
166990,0
172044,0
4116,3
204269,0
54523,0
53223,3
16295,0
160996,1
91476,0
157509,0
137552,0
76555,0
152707,0
77544,1
191057,0
71114,2
37508,0
63577,2
19930,0
120392,3
70688,2
218118,0
216249,0
63294,0
174246,0
196987,0
189006,0
133374,1
43480,0
63125,0
85716,0
103653,0
90923,0
6909,0
206569,3
191228,0
36659,3
162564,0
146586,0
217769,0
59548,0
58813,0
136089,0
181557,0
60166,1
38028,0
58083,0
143724,0
157521,0
64749,0
70512,0
116178,2
41628,0
81492,0
35950,0
159210,0
92250,0
73441,0
86035,3
11225,0
132817,0
144617,0
184356,0
38490,0
142138,0
124214,0
181857,0
203094,0
116159,0
130956,0
36461,0
40302,0
101619,1
96629,0
181545,0
16464,0
81623,0
145043,0
107650,0
86348,0
85695,1
86050,0
209016,0
101676,0
151311,1
188732,0
101558,0
139667,0
70292,0
154234,2
106542,3
158051,0
50884,0
84697,0
815,2
122907,0
94558,0
208460,0
96041,0
1719,1
211163,1
47052,0
163334,0
23593,2
43045,0
106020,0
210661,0
97651,2
212177,0
85885,1
95007,0
92987,0
49591,0
122704,0
132867,0
173036,0
141679,0
153149,0
87580,2
147467,2
200807,0
82395,0
70151,0
16407,0
204844,0
123236,0
133670,0
81227,0
82257,0
59670,0
210305,0
187703,2
24914,0
17222,0
70922,1
206010,0
155467,0
70186,0
49945,0
50606,1
99858,0
6778,0
146448,3
70957,1
39920,0
23814,0
115308,0
175701,0
44557,0
27554,0
81890,3
35073,0
45327,2
200391,1
119032,0
211557,0
188123,0
127299,0
173505,0
94637,0
107955,0
214133,0
124801,0
154828,0
171795,0
189664,0
155624,0
137068,0
38326,0
183441,0
12865,0
59997,0
69532,0
47668,0
109193,0
81606,0
206617,0
145124,0
210564,0
181050,0
159096,0
210814,0
130100,0
149557,1
35652,0
120355,0
195690,0
101836,0
121398,0
120742,0
56640,0
28807,0
54131,0
94770,0
72998,2
43962,0
103062,0
204691,0
183553,0
76561,0
207174,0
176897,1
63479,0
204016,0
53626,0
173135,0
151712,0
122191,0
118717,0
33078,0
49123,0
216065,0
208263,1
183492,0
54206,2
165744,0
164257,0
197903,3
171029,0
151886,0
178436,0
203405,0
16463,0
79777,1
166087,0
73894,3
218421,0
67807,0
55055,0
190703,0
153917,0
51826,0
154746,2
172294,0
136639,0
47444,0
182964,0
169455,0
181147,0
116971,0
194247,0
63358,0
144050,0
175817,0
70262,0
132495,0
113913,0
164373,0
5382,2
139258,0
110038,0
26356,0
215897,0
147795,0
39560,0
98254,0
119515,0
191349,0
213953,0
184207,0
11314,0
72294,1
131285,0
104251,0
71337,1
163395,3
73839,0
190112,0
147327,2
212501,0
32511,0
201754,0
159982,0
28476,0
200356,3
217289,0
170623,0
156253,0
46073,0
184913,0
121659,0
55262,2
164118,0
62455,3
162456,0
117349,3
119358,2
30069,0
11439,0
189215,0
323,0
61184,0
96969,0
65145,0
61354,0
169549,0
54649,3
63904,0
209611,0
139358,0
135510,0
35499,0
68327,0
149130,0
153787,3
93258,0
64243,0
99417,0
109977,0
107141,0
120728,0
217165,0
148464,0
11817,0
15000,1
71912,0
1374,0
89877,0
10005,0
26986,0
59973,0
66100,0
174705,0
173794,0
214631,0
213493,3
179313,2
50819,0
39375,0
186415,0
54655,1
44561,0
137500,0
146529,0
196111,0
144959,0
30043,0
61039,0
20566,0
45255,0
26037,0
12434,0
150443,0
87475,1
143503,0
118006,0
172171,0
50160,0
72718,0
146956,0
6624,0
199352,0
52893,0
122309,0
14752,0
19484,0
184227,0
7711,0
59875,0
149878,0
183202,0
181012,0
35425,0
9341,2
135537,3
176829,0
170648,0
9827,0
467,3
163618,0
57209,0
151577,2
136041,1
110263,2
22115,0
30572,0
168693,3
157148,0
119684,0
138244,0
217908,0
26015,2
215146,0
12154,0
184437,0
212288,0
80204,1
149067,0
22339,0
148634,0
128921,0
57376,1
121621,0
129745,0
192595,0
195024,0
104733,0
204262,0
187907,0
112824,0
103920,0
136887,2
89356,0
15541,3
167051,0
121535,0
209398,1
142025,0
26725,0
164687,3
95818,0
3693,0
54387,0
214524,0
80138,0
186266,0
193570,0
31967,0
55085,1
217272,0
121283,0
150211,0
165828,0
208589,0
25081,0
25194,3
171047,0
218116,0
4900,0
178618,0
3132,0
105103,2
14392,0
2855,0
169300,0
192793,3
24794,0
188968,0
47340,0
32331,0
40987,0
123261,0
134301,0
64979,0
133697,2
41573,0
92760,3
188479,0
108044,0
92844,0
117088,0
150563,0
120509,0
29673,0
164534,0
214082,0
74752,0
44103,0
117446,0
27620,0
151802,0
83199,1
142901,0
182757,2
62617,0
121709,0
51454,3
18983,0
107957,0
98881,0
71927,0
136605,0
214564,0
8864,0
182301,0
106356,0
178613,0
77423,1
146417,0
60158,0
3440,0
72898,0
183987,3
64668,0
23778,0
51396,0
93400,0
158000,0
42521,0
93903,0
103244,0
176378,0
115777,0
51141,0
69189,0
9822,0
19072,0
193496,0
70184,0
11821,0
37622,0
206858,3
82609,1
39193,0
105945,0
154481,0
125727,0
19988,0
13952,0
21525,0
73157,1
163911,0
194438,0
206397,2
32808,0
50227,0
115144,0
190086,2
197501,3
28924,0
200213,0
101823,0
123578,0
137054,2
181534,0
86558,0
185097,0
104588,0
180629,0
25673,0
121593,0
23935,0
20189,0
86763,1
146705,0
92135,1
40547,0
202526,2
151888,0
161073,0
188391,0
191906,0
108772,0
145052,2
175263,0
135593,0
197056,0
109497,0
1843,1
36466,2
132973,0
193931,0
14458,0
209296,0
46074,0
208706,0
156884,0
110054,0
104920,0
121474,0
142310,0
174779,0
119163,0
