,Medal
53228,0
128126,0
97525,0
213513,0
148312,0
192654,3
11268,0
16384,0
142168,0
125613,0
118243,1
120743,0
101700,2
52161,0
124230,0
194078,0
61782,0
208674,0
81130,0
66011,0
28792,0
35908,2
96593,0
93629,1
39115,0
208812,0
177228,3
170576,1
174394,0
79516,0
203785,0
745,0
190141,0
134904,0
107342,0
102712,0
32810,0
149573,0
7259,0
111369,0
19079,0
162817,2
140633,0
31297,0
161027,0
211702,0
117872,0
188351,0
109291,0
105772,0
42308,0
163691,2
26501,0
116900,0
153243,0
121784,0
64531,0
99824,0
97003,0
138442,0
206698,0
55504,0
138570,0
87067,1
48540,0
193072,0
76629,1
218314,0
117848,0
42932,0
69978,0
182483,0
213130,0
41149,0
38788,0
108786,0
13006,0
197403,0
205562,0
134706,0
176485,0
79502,0
101913,0
73419,0
29527,0
116287,0
102287,2
184707,0
203736,0
94514,0
104450,2
172138,0
133994,0
9172,0
63845,0
119670,0
207819,0
103263,0
181032,0
182832,0
175611,0
126474,0
177750,2
4532,1
113715,0
81041,1
6693,0
94622,0
207303,0
155380,0
157191,0
106475,1
37849,0
132992,0
58507,1
204030,0
106328,0
142686,0
76400,3
15415,0
58517,0
105616,0
193766,0
196749,0
82342,0
172406,0
214470,0
217846,0
113397,3
4786,0
133874,0
118601,0
87348,0
187335,0
159898,0
158363,0
52305,0
108899,0
26805,0
27850,0
163805,0
214810,3
139597,2
103439,0
145217,0
172141,0
150171,0
76829,0
59636,0
2602,2
30358,2
108793,0
18446,0
93054,0
24316,0
101945,0
128029,0
145402,0
203155,0
91719,0
124081,0
77992,0
177349,0
82956,2
4041,0
83222,1
6307,0
106926,0
170383,0
197340,0
76211,0
1585,0
152578,0
104633,2
146038,0
80475,1
27750,2
117956,0
199857,0
14561,0
177302,0
124771,0
147235,2
214981,1
46216,0
15384,0
199996,0
6470,0
39389,0
149947,0
204861,0
128609,0
22332,0
155941,0
208204,0
102393,0
103771,0
13253,0
199,0
166509,0
115732,0
43952,0
146914,0
145417,0
164657,0
91447,0
92997,0
149249,2
40357,0
215023,0
54246,1
93069,0
197896,0
1779,0
5852,0
193996,0
69834,0
57986,0
206956,0
200406,0
132452,3
46984,0
13809,0
59844,0
164445,0
62645,0
211984,0
117057,2
129605,0
169051,0
53516,1
82207,0
28715,0
217119,0
76962,0
39406,0
43,3
146991,3
146839,0
64850,0
21615,0
72210,0
23392,2
59384,1
49713,0
205912,0
33907,0
97465,0
55367,0
145588,0
23947,0
148899,0
153534,0
10,3
114179,0
173622,0
7396,0
218310,0
55008,0
210926,0
26494,0
59285,0
156382,0
106355,0
166124,0
11132,0
120302,0
134044,0
133871,0
61037,0
174296,0
183329,0
195402,0
56144,0
132819,0
55498,0
205552,0
150646,0
31507,0
118887,0
212746,0
38668,0
26351,0
218387,0
25505,0
113419,0
217312,0
135453,0
95705,0
67734,0
82732,0
203847,0
27926,0
26702,0
201361,0
196963,0
207661,0
82446,1
69679,0
200974,0
130393,0
35882,0
100722,0
209543,1
214885,0
20793,0
200361,0
127224,0
24284,3
215923,0
139837,0
170382,0
47791,0
107707,0
119663,0
157596,0
195810,0
174458,0
128596,0
42142,2
126304,0
65339,1
28273,0
182675,3
82227,3
197824,0
209577,0
148962,3
133451,0
82802,1
58837,0
216022,0
5445,0
140585,0
33066,0
170787,0
196728,0
81292,0
48452,0
44967,0
205194,3
176595,0
94056,0
164395,0
168053,0
74743,0
40093,0
56680,0
16253,0
151444,0
69995,0
59326,0
218910,0
212704,2
200218,0
156476,0
14935,3
210602,0
158536,0
68684,0
94344,0
61932,0
110468,0
72922,0
67270,2
193360,0
185450,0
137838,0
166418,0
213846,0
70899,3
140239,0
141857,2
170711,0
50940,2
39466,0
43831,0
45680,0
58093,0
33453,0
68485,0
107629,0
6529,0
181537,0
46684,0
102644,0
143278,0
13246,0
178208,0
200448,0
109405,0
126807,0
65640,0
96240,0
169259,0
185627,0
183061,0
91987,0
98590,0
34727,0
108245,0
29616,2
13055,0
98300,0
35260,0
155037,0
51033,0
87044,2
43661,0
89293,0
176935,0
169432,0
99840,0
51934,0
974,0
122926,0
13070,0
56099,0
69301,0
5940,0
15014,0
111045,0
126065,0
187319,0
212961,0
77354,0
140365,0
127190,0
133082,0
60646,0
48596,0
148299,0
75234,0
190666,0
35371,0
82662,0
11838,0
21852,0
186054,0
204087,0
127429,0
72682,0
17161,0
2321,0
66104,0
93284,0
121220,1
107480,0
73511,3
39715,0
120565,0
33299,0
46148,0
88193,2
57487,0
193912,0
166594,0
9345,0
167343,0
65733,0
31274,0
48431,0
101670,0
3818,0
59829,0
14183,0
91001,0
51945,0
59248,2
140974,0
161428,0
208473,0
86765,0
80303,0
50560,0
38055,0
22820,0
207703,0
39659,0
140066,1
200190,3
194122,0
171240,0
177197,1
67288,0
8423,2
7540,1
14517,0
65926,0
201178,0
104701,0
206700,0
199535,0
174299,0
72585,0
203388,0
121698,2
204353,1
126180,0
26610,3
3896,0
9974,0
201430,0
114599,0
119215,0
53046,0
114960,0
122262,0
57284,0
88174,0
156586,0
2195,0
80914,0
181798,0
81461,0
32026,0
3558,0
72691,1
49580,0
123877,0
100045,0
136831,3
28472,0
82208,0
59429,0
19987,0
201786,0
141468,0
196254,0
36460,0
64386,0
174235,3
112570,2
210608,0
184081,0
102720,1
146203,0
199809,0
42274,0
149145,0
53850,0
110471,0
3503,3
13689,0
101522,0
118543,0
205694,1
128385,0
94460,0
209120,0
155558,0
137168,0
137406,0
203515,0
9836,0
59599,0
82455,0
124267,0
154502,0
18461,0
11315,0
160081,0
101461,1
69593,0
63581,0
145036,0
37522,0
216994,0
58807,0
103316,0
206964,0
181965,0
200855,0
118473,0
80526,0
155662,1
56053,0
111067,0
102971,2
30973,0
98910,0
81874,1
194881,0
41414,0
16007,0
91534,0
142454,0
1440,0
21004,0
97042,0
91953,0
75513,2
205904,0
44796,2
40870,0
103750,0
5778,0
42442,0
64016,0
64168,1
21345,0
82892,0
162035,0
33926,0
50603,0
200006,0
21339,0
30315,0
14976,0
65113,0
150429,0
183777,0
132114,0
29900,0
104244,0
7299,0
46985,0
212305,2
113644,0
163784,0
97642,0
122081,0
131389,0
84352,0
74344,0
120999,0
19885,0
180453,0
158506,0
136824,0
161308,0
217805,0
159705,0
70257,0
64969,0
159014,0
176079,0
93055,0
152934,0
80926,0
211944,0
142760,0
71509,0
22726,0
192437,0
33571,0
100084,0
14643,0
105824,3
41156,0
122859,0
122456,0
174741,0
5764,0
177058,0
37844,0
9264,0
126144,0
213390,0
175532,0
177006,2
852,0
83562,0
120610,0
135841,0
218785,0
208269,0
123268,2
83243,0
133751,0
2559,0
57057,0
188074,0
147407,0
153857,0
217361,0
45030,0
202541,0
136808,0
81583,2
7300,0
96722,0
846,3
110715,0
76449,1
103111,3
204350,0
184477,0
40793,0
121799,0
154357,0
206884,0
170185,0
99334,0
151681,0
95488,0
27251,0
4752,0
213707,0
109988,0
121602,0
59082,0
64997,0
183873,0
62555,0
7059,0
38151,0
215281,0
195070,0
75084,3
74732,0
20988,0
13335,0
163264,0
170871,0
62399,0
149104,1
182475,0
32528,0
198587,2
145568,0
207505,0
195404,0
65377,1
138171,0
67912,0
184933,0
117836,3
68140,0
63158,0
111069,1
74828,2
136348,0
95340,0
94773,0
212186,3
182604,0
115564,0
121004,2
160252,0
70689,0
12512,0
51797,0
46845,2
197911,0
121980,0
89886,0
44337,0
139893,0
150338,0
147567,0
12930,0
57310,0
153866,0
68009,0
114052,0
192594,0
135649,0
141249,0
166424,0
52099,0
101582,0
196880,0
151550,2
121903,0
50434,0
53203,0
147940,0
30914,0
181729,0
87854,0
92183,0
186913,0
16950,0
113600,0
91751,0
187108,0
167191,0
22651,0
85092,3
51570,0
184064,3
7724,0
22904,0
82148,0
197648,0
171156,0
44608,0
85234,0
115977,3
62259,0
67831,0
115109,0
72611,0
126590,0
210678,0
76928,1
216192,0
77692,3
199384,0
73347,3
177785,0
61167,3
214639,0
158143,1
66938,0
155023,1
16224,1
49633,0
148369,0
208838,0
30028,0
120694,0
210271,0
203955,0
101763,2
34933,0
12303,0
48121,0
137275,0
69140,1
102403,0
36427,0
207194,0
42247,0
138424,0
126321,0
19494,0
21601,0
60823,0
60088,1
3432,0
160662,0
105923,2
26447,0
70496,3
208546,0
104008,1
13495,0
31756,0
115083,0
36233,0
80510,0
22546,0
76895,1
75982,1
13357,0
199547,0
154550,0
34388,0
43581,0
63526,0
173969,0
60821,0
197654,1
148036,0
92119,0
138534,0
85646,0
99318,0
23414,0
81910,0
50347,2
205359,2
200715,0
193790,0
62136,0
87681,1
25869,0
116897,0
176771,0
178119,0
17711,0
138799,0
116375,0
16479,1
90349,0
148370,0
68543,0
120978,3
128712,0
183104,0
181808,0
142130,0
155723,0
50664,0
71203,2
187018,0
53344,0
161427,0
103157,0
160433,0
36561,0
170251,0
115727,3
133695,0
184923,0
21662,0
100077,0
18241,0
50370,3
77477,1
54883,0
15693,0
61095,0
108460,0
185799,0
129552,1
118555,0
168590,3
201428,0
90457,0
4620,0
92348,1
8750,0
159377,0
11632,0
185656,0
53292,2
140850,0
185120,0
56735,0
84172,1
174968,0
85612,3
133400,0
157052,2
51817,1
28421,0
93708,2
20061,0
207245,0
177396,3
77586,3
29787,0
200414,0
173859,0
218858,0
34691,0
102947,0
162411,0
88323,0
169357,0
118722,0
5446,0
3621,0
86945,2
148142,3
52976,0
137738,0
187397,0
158444,3
168952,0
204758,0
1532,0
41271,0
3808,2
4096,0
102823,3
213575,0
94384,0
2961,0
78786,0
186146,0
144184,0
26673,0
11074,0
76739,0
141806,0
175566,0
3338,0
189123,0
60383,0
204652,0
206417,0
172303,0
143168,0
139647,0
145226,0
107115,0
121798,0
59445,3
212418,0
20181,0
30745,0
150286,0
107694,0
37752,0
190502,0
86993,1
100706,2
86663,0
179343,0
59736,3
206253,0
159979,0
61585,0
155799,0
118456,0
144841,0
163657,1
91986,2
72425,0
26397,0
168913,0
164361,0
26684,0
12138,0
34311,0
90799,2
149024,0
114835,0
117584,0
916,0
4846,0
137423,0
72741,0
28252,2
176686,0
215711,0
68391,0
178311,0
188426,0
179082,0
174576,0
151408,0
16386,0
149918,1
177635,0
127059,0
107726,0
33678,0
33115,0
83182,1
63362,0
54790,2
124881,0
198113,0
109898,0
150120,0
90305,0
170749,0
170907,0
91281,3
68798,0
200437,0
58600,0
201391,0
115092,0
2134,2
29720,0
32152,0
200094,0
101414,0
148563,2
196469,0
3781,0
140061,0
156657,0
7294,0
121977,0
199710,0
11364,0
46270,0
70172,0
46965,0
173731,0
139882,0
172782,0
138548,0
96045,0
148355,0
34167,0
149769,0
151601,0
171138,0
110407,0
51201,0
148837,0
187980,0
204063,0
96316,0
97808,1
19869,2
216167,0
101804,0
69562,0
71686,3
52640,0
48345,0
143557,0
122436,0
36733,0
75990,0
181056,0
160030,0
210283,0
190701,0
33801,0
209435,0
180422,0
180505,0
153627,0
112868,0
44182,0
150034,0
81695,0
1936,0
204332,2
148914,0
107764,0
43887,0
158016,0
152688,0
11156,0
45346,0
210502,0
106482,3
201760,0
96286,0
24859,0
137210,0
191893,0
98338,0
86302,0
156647,0
42580,0
173990,0
168158,0
13229,0
86448,0
108177,0
186528,0
42514,0
44040,0
14078,0
113318,2
44026,0
127155,0
9905,0
151273,0
73856,1
195016,0
185335,0
34676,0
77863,0
193935,0
160179,0
203447,0
169036,0
3566,0
49418,0
62708,0
172462,0
75291,0
49083,0
216271,0
153929,0
213157,0
183067,0
211342,0
61237,3
215951,0
218197,0
180834,0
95440,0
175783,0
120372,0
195635,0
116017,0
115272,0
191788,0
14489,3
61768,0
24012,0
47166,0
96193,0
38710,0
118993,0
216340,0
175422,0
145772,0
211153,0
175098,0
116013,0
129743,0
52564,0
166637,0
192245,0
141021,0
42500,0
73147,0
216684,0
44136,0
22245,0
181352,0
119606,0
39636,0
83775,0
170788,0
197695,0
18805,0
93279,0
53700,1
163658,1
4230,0
41344,0
188896,0
184022,0
111322,0
6666,0
130013,0
199957,0
216403,0
84619,0
52816,0
48318,0
48930,0
163778,1
173105,0
165416,3
124190,0
20428,0
206980,3
88594,1
101340,0
149133,2
3577,0
38925,0
421,0
147262,0
9821,0
213889,0
217445,0
163385,0
90346,0
144183,3
68521,0
42863,0
126675,0
86238,0
197494,0
172065,0
195407,0
105796,0
84459,0
90081,0
1303,0
164302,0
86611,0
174517,0
16777,0
189577,0
19580,0
521,0
133322,3
191726,0
89047,0
157218,0
83310,0
89922,0
121127,0
176407,0
49463,0
71267,0
91611,0
183280,0
114889,0
185188,0
3869,0
147867,0
154729,0
197579,0
76237,0
64973,0
167450,0
95071,0
97446,0
167330,0
107631,0
213577,0
11261,0
63597,3
78084,2
12437,0
80851,1
164655,0
89934,1
32322,0
171640,0
149567,1
55268,1
185878,0
43594,0
163192,1
36741,0
82220,0
107592,0
185192,0
53867,3
145889,0
29522,0
124289,0
206629,0
69108,0
1014,1
214272,1
105995,1
29073,0
110102,0
21919,0
97171,0
198362,0
171487,0
49149,1
100732,0
110453,3
44826,0
107425,0
83595,0
96605,0
60680,2
110683,0
173899,0
183825,0
212480,2
147981,2
149351,0
5094,0
1632,0
171933,0
165073,0
165353,0
135916,0
194272,0
157923,0
47864,0
194194,0
184417,0
70637,0
130462,0
210931,0
9758,0
111999,0
205565,0
164366,0
176440,0
143955,0
199285,0
41333,0
114936,0
135084,2
72868,0
105704,0
57026,0
9938,0
66002,0
198784,0
18147,0
121334,0
53378,0
91499,0
67629,0
144754,0
205024,0
204597,0
166493,1
115553,3
57398,0
139487,0
14160,0
85080,0
116630,0
43174,0
167484,0
146882,0
11155,0
162753,2
35254,0
36008,0
208585,0
122718,0
83069,0
159988,0
112726,2
209445,0
104742,0
146614,2
155492,0
55146,0
86889,2
111176,0
145765,0
120786,0
53777,0
185761,0
191776,0
21419,0
176554,0
43187,0
103856,1
157633,0
108322,0
188070,0
218385,0
60370,0
59243,0
173575,0
92499,0
15212,0
191763,0
157529,0
176720,0
95945,0
148972,0
11257,0
90636,0
148856,0
94826,0
213986,0
21053,0
114320,0
108894,2
74503,1
93019,0
10549,0
194786,0
147061,0
65705,0
38296,0
148097,0
172626,0
66651,0
125174,0
64801,0
184065,0
93839,0
192183,0
137020,0
171210,0
120284,0
30746,1
216361,0
208454,0
148065,0
14207,1
71195,1
43535,0
132613,0
210191,0
161075,0
111222,0
65233,0
111802,0
183095,0
46693,0
185076,0
211434,0
211319,0
170394,0
153593,0
193940,0
108510,0
154838,0
142267,0
203507,0
35701,2
78830,0
134232,2
139628,0
104842,0
68182,0
28740,0
78492,2
210940,0
56923,1
176372,0
109752,0
22438,0
46678,0
73828,0
219030,0
193145,0
34660,0
197458,0
170455,0
121623,0
21485,0
120193,0
211539,0
9141,0
22607,0
28432,2
154727,0
82277,1
135702,0
201697,0
28468,0
36396,0
2218,0
4735,0
154139,0
144043,0
105699,1
206415,0
88147,1
172282,0
27932,0
98363,0
32959,0
71448,1
193474,0
155885,0
21007,0
48286,0
97559,0
20367,1
206996,0
57622,0
27896,0
78926,1
118425,0
33753,0
206487,0
46328,0
151745,0
124921,0
95856,0
173703,0
187607,0
184380,1
204649,0
58297,0
126754,0
23499,0
24596,2
187906,0
149571,1
23740,0
199117,0
117222,0
148089,3
64760,0
203717,2
112046,0
83202,2
115597,0
114252,0
179195,0
20403,0
84242,0
33480,0
72997,0
114682,0
166917,0
122104,0
149316,3
101965,0
116547,0
134518,0
176877,0
217034,0
62167,1
28998,0
178276,0
42365,0
20698,0
168086,0
17175,3
175655,0
130940,2
123775,0
94313,0
196746,0
515,0
35440,0
29004,0
41122,0
192219,0
195883,0
136433,0
87118,0
2029,0
8763,2
43221,0
9749,1
217403,0
112469,0
200157,0
43331,0
103218,0
86972,0
149120,2
127328,0
80127,0
61359,0
119290,0
187502,0
67612,0
155175,0
75032,0
2299,0
36265,0
75643,0
183378,2
145830,1
148811,0
32150,0
172381,0
118254,0
203989,0
47486,0
183668,0
185864,0
36154,1
139651,0
69003,0
81682,0
198544,0
183597,0
53604,0
180929,0
180344,0
166068,0
105209,0
96507,0
140811,0
139899,2
48947,0
53511,0
184167,0
66341,0
11378,0
166496,0
124164,0
153087,0
27490,0
82003,0
72113,2
146704,0
27138,1
54077,0
7009,3
122966,0
32102,0
144450,0
109867,0
184451,1
29222,0
95654,0
94747,0
73549,3
148770,0
87694,0
59139,0
181525,0
138764,0
170802,2
160461,0
66569,0
209099,0
214404,0
76755,0
78046,0
166480,0
189312,0
163046,0
72954,0
88152,1
141757,0
19345,2
74375,0
10804,0
123387,0
109211,0
156327,0
46235,0
45335,2
65251,0
150236,0
191167,0
212045,0
151584,3
212219,0
15522,0
13435,0
58669,0
142511,0
119725,0
178037,0
96543,0
190528,0
27293,0
96574,0
156196,0
49870,0
114136,0
89831,0
208347,0
179546,0
156329,0
201377,0
135181,2
114427,0
203664,0
124467,0
144042,0
190476,0
146849,0
67103,0
96102,0
69361,0
17549,0
176590,0
204736,0
214881,0
61921,0
202453,0
132009,0
45622,0
126946,1
206790,0
53938,0
90838,0
210161,0
127024,0
162651,0
211033,0
22381,0
218886,0
199969,0
217530,0
205057,0
114974,0
94018,0
69445,0
99580,0
443,0
68078,1
93791,1
216367,0
211715,0
10916,0
192573,0
139111,0
67739,0
158358,0
155685,0
101298,1
199684,0
9062,0
30898,0
136501,0
141156,0
178841,0
158521,0
102066,0
158750,0
64073,0
151543,0
128851,0
71785,0
151222,0
118643,0
4784,1
133847,0
193758,0
194699,0
83237,2
135774,0
214765,0
185003,0
15153,0
125074,0
4637,0
50114,0
200194,0
135867,0
195552,0
1692,0
43744,0
95759,2
177875,0
88156,1
180851,0
171853,0
89203,2
19809,0
114687,0
74162,0
136728,0
54157,0
26602,0
63239,0
158171,0
55627,0
210864,0
190505,0
88781,0
25012,0
22571,0
156396,0
87293,0
82253,0
115139,0
179134,0
1181,0
52954,0
71414,1
41668,0
195442,0
205095,0
9384,0
45948,0
177079,0
138283,0
36879,0
114717,0
41109,0
214463,0
20193,0
174819,0
108068,0
168069,1
70993,2
210804,0
98872,0
189521,0
113728,0
205099,0
199417,0
189173,0
76148,0
216021,0
90470,0
51086,0
39819,0
213996,0
54891,1
33561,0
55872,0
105418,0
208793,0
62696,0
116113,0
202423,1
34614,2
162090,0
191827,0
72017,0
35345,0
182225,0
70694,2
179941,0
41673,0
96060,0
66392,0
71148,1
105358,0
158573,0
179857,0
50961,1
42210,0
170359,0
174484,2
95272,0
100888,0
92679,0
134558,3
107602,0
178473,0
92350,0
18864,0
104583,0
42228,0
10917,1
65312,0
91234,0
218787,0
157922,0
156252,3
148731,2
88950,3
32402,0
77262,1
18262,0
159590,0
143022,0
12761,0
134749,0
132837,0
154085,0
185954,0
40979,0
181291,0
86446,0
98291,0
12777,0
195458,0
134186,0
26178,0
83258,0
138462,0
210498,0
55403,0
147895,0
76571,1
181107,0
42034,0
199309,0
190780,0
95024,0
105863,0
206997,0
71850,2
54973,0
151546,0
180154,0
12065,2
104328,0
128341,0
178680,0
173997,0
171330,0
182801,0
40912,0
205463,0
65511,0
26381,3
42430,0
150551,0
72966,0
203078,0
133019,0
14310,1
169528,0
27526,0
195305,0
150929,0
9200,0
113464,0
135106,3
109176,0
148166,0
121972,0
122648,0
218206,0
106340,0
109256,0
102238,0
117816,2
149320,0
158349,0
119999,1
85076,0
73439,0
16285,0
181299,0
18678,0
213419,0
5589,2
88397,1
171249,0
33831,0
132956,0
186716,0
126930,0
111596,0
124304,0
206003,0
172618,0
83926,0
58043,2
139130,0
180522,0
17395,1
35282,0
16691,0
35360,0
191215,0
155965,0
155202,0
43131,0
124133,0
87257,3
156800,2
173254,0
105068,0
197772,0
190926,0
64422,0
48206,3
24210,0
100173,0
2681,1
181104,0
98927,0
157954,0
110131,0
72229,0
80694,1
140051,1
124154,0
164841,0
123982,0
151317,0
147994,0
67694,0
25881,0
47869,0
81039,1
183683,0
207514,0
210690,0
110543,0
78151,0
90592,0
39207,0
72831,0
99565,0
203702,0
21974,0
58119,0
37404,0
177279,0
54828,0
82545,0
61743,0
41443,0
143857,0
137306,0
64999,0
59785,0
78591,0
179556,0
172593,0
217306,0
171548,0
169436,0
68268,2
70965,2
187858,0
205809,0
157510,0
17157,0
138925,2
215531,1
167318,0
114109,0
57297,0
80328,0
175081,0
165116,0
96936,0
189969,0
178506,0
165169,0
175882,0
131584,0
111613,0
169687,0
214808,0
75035,0
162952,3
87333,3
41473,0
87799,0
8692,0
84155,0
198174,0
95120,0
99864,0
4013,0
214482,0
204413,2
77995,0
139102,0
79671,0
105002,0
83278,0
174709,0
25002,0
42625,0
116915,2
87781,3
58913,0
116383,0
133123,0
34702,0
36614,3
6506,0
28156,0
44558,0
80113,3
205130,3
138230,0
36273,0
72023,0
27561,3
141160,0
180363,0
119516,0
183410,1
180248,3
134851,0
131452,0
105225,3
192035,0
16725,0
66424,0
38641,0
173548,0
213310,3
205473,0
157022,0
83123,0
176989,0
30460,0
96623,0
6536,0
99940,2
95729,0
123439,0
6153,0
85868,2
184279,0
33811,0
10240,0
53947,0
203599,0
188430,0
214938,0
176377,0
124549,0
183639,0
3360,0
47068,0
126664,0
111127,0
121885,1
94546,1
1057,0
150882,3
209700,0
189593,0
207455,0
218322,0
182766,0
135260,0
78869,0
137003,0
53898,0
199575,0
83739,0
212851,1
107192,0
150148,0
203838,0
58585,0
156596,0
182078,0
52786,0
179548,0
37247,0
216492,0
2736,0
118817,0
140309,0
211230,3
143642,2
138676,0
164615,3
160922,0
52712,1
137196,0
181817,0
218682,0
158257,0
174909,0
166395,0
154475,0
123932,0
3777,3
76156,0
30018,0
85530,1
12687,1
50678,0
186780,0
161023,1
20372,0
177459,1
201206,0
97787,0
118656,1
28464,0
114104,0
53843,0
78451,0
147573,3
170837,0
159076,0
182653,0
110865,0
151858,0
8183,0
154087,0
148783,0
139530,0
115707,0
19941,1
52158,0
217596,0
78724,1
91145,0
62497,0
25263,0
119675,1
154075,0
116453,0
55115,0
207757,0
27939,3
70097,0
131330,0
64361,0
193837,0
176758,0
90400,0
70669,3
50810,0
197465,0
33999,0
186168,0
140733,0
213116,0
74423,0
48736,0
10591,0
46371,0
63898,0
214460,0
192339,0
144210,2
72677,0
42753,0
91685,2
21012,3
183755,0
182663,0
205271,0
210716,0
147577,0
34810,0
120145,0
182181,0
121191,2
203798,0
11369,0
158458,0
193319,0
83761,0
19534,0
54810,0
85418,0
127550,0
7384,0
14996,3
185629,0
1844,3
163643,0
118000,0
197839,0
59859,0
218555,0
36910,0
12507,3
171457,3
98981,0
176141,0
127283,0
209681,1
167591,1
71392,1
37769,0
150703,0
213991,0
208528,0
22226,0
200266,0
104744,0
42227,1
71097,0
135691,3
98960,0
66161,0
177517,0
205214,0
138933,0
88089,1
46346,0
40401,0
128685,0
172070,0
141050,1
70764,0
107880,0
178033,0
115437,0
147723,0
82407,1
59896,0
173649,0
13383,0
89562,0
200906,0
85309,2
58055,0
177666,0
91836,0
156010,0
183686,0
70460,0
88250,0
132955,0
87502,3
68908,0
96278,0
17069,0
66212,0
185924,0
206212,2
34982,2
121591,0
116224,0
183708,0
100330,0
179994,0
13354,0
80203,2
14525,0
79332,0
109637,0
210853,0
160411,0
93989,0
182649,0
134512,0
1438,1
75670,0
64172,0
17211,0
180335,0
118617,0
122920,0
143171,0
25077,0
139435,0
142148,0
121764,1
51435,0
113319,0
112805,0
51062,3
134288,0
1872,0
100613,0
31553,0
114227,0
166306,0
99596,0
177624,0
195020,0
4273,0
12712,0
110976,0
107059,0
23434,0
155253,3
101699,2
134077,0
157609,0
210145,0
146416,0
157779,0
92651,0
197194,0
40630,0
179614,0
131014,0
72402,3
138591,0
102602,0
117756,0
113839,0
187700,0
41616,0
83628,2
122708,0
217902,0
176768,0
94498,0
13283,0
202977,0
218770,0
88782,0
174601,0
187080,0
50766,0
49070,0
178071,0
187185,0
165163,0
207400,0
99123,0
50345,0
108560,3
20700,0
30106,2
70559,0
37349,0
147636,0
149008,0
182776,0
200013,0
108363,0
208914,0
122600,0
114058,0
139475,0
181058,0
68648,0
40629,0
51885,0
65152,0
157324,0
9007,0
100397,0
210306,3
145670,0
10499,2
108375,0
177568,0
171971,0
41137,0
18231,0
67280,0
134332,0
56192,0
29629,0
81758,2
20350,0
97944,0
174769,0
23352,0
108148,0
67026,0
28971,0
75346,0
193795,0
99520,2
98040,0
185051,0
171568,0
218642,0
141745,2
139301,3
131988,0
121978,0
134933,0
48269,0
149367,0
19530,0
30635,0
144523,0
76833,0
17236,0
14842,0
87362,0
177650,0
1462,0
88069,0
140648,0
88399,3
134192,0
97836,0
161653,3
73514,3
209896,0
35817,0
134353,0
34926,0
157685,0
146329,0
200725,0
25581,0
76247,0
189029,0
121356,0
157916,2
60556,0
2106,0
177223,0
106243,0
165550,0
105315,0
40532,0
120801,0
59871,0
68606,0
111505,0
54342,0
147620,0
64660,0
68001,0
41986,0
180714,0
192913,3
146322,0
123758,0
166769,0
214479,0
114829,0
14879,0
169929,0
159079,0
218386,0
53282,0
173289,0
130687,0
142675,0
126463,3
178161,0
115934,2
56206,3
216790,0
200426,0
5777,0
86600,0
164820,0
105393,0
95079,2
71626,1
198678,0
20429,3
111255,0
119572,0
124683,0
33465,0
176955,0
98086,0
30969,0
82998,0
128742,0
53763,0
205469,0
122290,0
148628,0
169741,0
105451,0
158220,0
97789,0
8958,2
116601,0
63953,0
102089,3
156910,0
7944,0
128751,0
2137,0
156227,0
62693,0
119699,0
42813,3
128836,0
41157,0
141406,0
119402,3
213286,0
137356,0
135838,0
117571,3
13769,0
26635,0
198018,0
20148,0
168308,0
100372,0
193770,0
175324,0
104859,0
122545,0
119035,0
120555,0
13184,0
68555,0
45029,1
38566,0
8594,0
206656,3
115137,0
157944,0
90017,0
103049,3
91033,2
80945,2
145015,0
184144,0
41729,0
5346,0
131093,0
72348,0
99021,0
36575,0
139858,0
100581,0
194626,0
171926,0
193411,0
106544,0
86657,1
206287,0
65177,0
189376,0
49197,0
61200,0
1778,3
41043,0
107772,0
119242,0
9342,0
40988,0
106938,3
72700,2
35939,0
183354,0
144092,0
29737,0
11951,0
84375,1
202115,0
160381,0
72190,1
169545,0
92769,0
15316,1
202210,0
201872,0
31023,3
670,0
70449,0
65493,0
208445,0
83986,0
119119,0
58536,0
49263,0
53735,0
209644,0
176047,0
64038,0
213805,0
16060,0
7276,0
29789,0
145849,0
2962,0
209734,0
75001,1
110163,0
105881,0
205696,0
52739,3
136024,0
209317,0
82607,0
199101,0
138199,0
119597,0
77753,0
172306,0
125505,0
864,0
208102,0
37150,0
2828,0
179519,0
73690,2
116183,0
161555,0
111411,0
92437,0
98691,0
155772,0
144847,0
62254,0
179844,0
146280,0
178536,0
106223,0
124666,0
160660,0
149669,3
41928,0
61751,0
148262,0
137318,0
191350,0
42490,0
70361,0
185727,0
183760,2
124060,0
146781,0
31736,0
119280,0
80738,2
48261,0
128502,0
86487,0
200564,0
101778,0
87156,3
111092,0
95423,0
41877,0
57069,0
195367,0
163881,0
53632,1
176021,0
204307,0
178338,0
82680,1
153619,0
98563,0
144554,0
200744,0
188903,0
52497,0
146005,2
130721,0
94741,1
191650,0
102308,2
192211,0
131383,0
71869,0
33259,0
92867,0
135975,0
217268,2
137365,0
90012,0
215715,0
12704,0
132544,0
100673,0
107277,0
117130,0
62169,0
184479,0
21867,2
62178,0
206859,2
188120,0
79612,0
26386,0
75459,0
129503,2
173670,3
144628,0
180509,0
96539,0
168422,0
55612,0
96290,0
208068,0
147048,0
166130,0
192669,2
117851,0
204878,0
202078,0
89347,0
15961,0
213501,0
144668,0
170046,0
76431,0
183806,0
43458,0
78191,0
216780,0
76970,0
102325,0
157843,0
82173,0
82852,1
147431,0
155090,0
